organizedstarttimes,organizedendtimes,datarecordtimes,movienames,emptycol_1,emptycol_2,emptycol_3,emptycol_4,emptycol_5,emptycol_6,emptycol_7,emptycol_8,emptycol_9,emptycol_10,emptycol_11,emptycol_12,emptycol_13,emptycol_14,emptycol_15,emptycol_16,emptycol_17,emptycol_18,emptycol_19,emptycol_20,emptycol_21,emptycol_22,emptycol_23,emptycol_24,emptycol_25,emptycol_26,emptycol_27,emptycol_28,emptycol_29,emptycol_30,emptycol_31,emptycol_32,emptycol_33,emptycol_34,emptycol_35,emptycol_36,emptycol_37,emptycol_38,emptycol_39,emptycol_40,emptycol_41,emptycol_42,emptycol_43,emptycol_44,emptycol_45,emptycol_46,emptycol_47,emptycol_48,emptycol_49,emptycol_50,emptycol_51,emptycol_52,emptycol_53,emptycol_54,emptycol_55,emptycol_56,emptycol_57,emptycol_58,emptycol_59,emptycol_60,emptycol_61,emptycol_62,emptycol_63,emptycol_64,emptycol_65,emptycol_66,emptycol_67,emptycol_68,emptycol_69,emptycol_70,emptycol_71,emptycol_72,emptycol_73,emptycol_74,emptycol_75,emptycol_76,emptycol_77,emptycol_78,emptycol_79,emptycol_80,emptycol_81,emptycol_82,emptycol_83,emptycol_84,emptycol_85,emptycol_86,emptycol_87,emptycol_88,emptycol_89,emptycol_90,emptycol_91,emptycol_92,emptycol_93,emptycol_94,emptycol_95,emptycol_96,emptycol_97,emptycol_98,emptycol_99,emptycol_100,emptycol_101,emptycol_102,emptycol_103,emptycol_104,emptycol_105,emptycol_106,emptycol_107,emptycol_108,emptycol_109,emptycol_110,emptycol_111,emptycol_112,emptycol_113,emptycol_114,emptycol_115,emptycol_116,emptycol_117,emptycol_118,emptycol_119,emptycol_120,emptycol_121,emptycol_122,emptycol_123,emptycol_124,emptycol_125,emptycol_126,emptycol_127,emptycol_128,emptycol_129,emptycol_130,emptycol_131,emptycol_132,emptycol_133,emptycol_134,emptycol_135,emptycol_136,emptycol_137,emptycol_138,emptycol_139,emptycol_140,emptycol_141,emptycol_142,emptycol_143,emptycol_144,emptycol_145,emptycol_146,emptycol_147,emptycol_148,emptycol_149,emptycol_150,emptycol_151,emptycol_152,emptycol_153,emptycol_154,emptycol_155,emptycol_156,emptycol_157,emptycol_158,emptycol_159,emptycol_160,emptycol_161,emptycol_162,emptycol_163,emptycol_164,emptycol_165,emptycol_166,emptycol_167,emptycol_168,emptycol_169,emptycol_170,emptycol_171,emptycol_172,emptycol_173,emptycol_174,emptycol_175,emptycol_176,emptycol_177,emptycol_178,emptycol_179,emptycol_180,emptycol_181,emptycol_182,emptycol_183,emptycol_184,emptycol_185,emptycol_186,emptycol_187,emptycol_188,emptycol_189,emptycol_190,emptycol_191,emptycol_192,emptycol_193,emptycol_194,emptycol_195,emptycol_196,emptycol_197,emptycol_198
778.8265,783.8208,777.035214430001,CM_gabor_synthCarr_synthEnv_reg_0000_01,778.9902,778.9977,779.3718,779.376125,779.379375,779.4125,779.4198,779.54265,779.59835,779.666875,779.692275,779.701675,779.7919,779.7948,779.8606,779.879,779.883125,779.92765,779.97985,780.0067,780.014575,780.024825,780.031125,780.036375,780.199975,780.2024,780.2042,780.207525,780.216975,780.307425,780.31265,780.32415,780.3329,780.3605,780.3685,780.456025,780.4584,780.46445,780.472375,780.59205,780.6041,780.64615,780.6524,780.657475,780.66415,780.668775,780.70995,780.766475,780.7689,780.779675,780.784675,780.8877,780.901075,780.922275,781.062775,781.065575,781.07125,781.079725,781.08995,781.30575,781.3489,781.353275,781.356325,781.36365,781.4489,781.4556,781.640325,781.642175,781.6448,781.652875,781.659475,781.6686,781.762,781.770425,781.772175,781.77815,781.785525,781.9254,781.93325,781.935725,781.938675,781.940975,781.94635,781.9504,782.1198,782.123625,782.133675,782.137825,782.140725,782.145175,782.15465,782.200975,782.2056,782.21095,782.215775,782.24285,782.46065,782.4636,782.468225,782.472375,782.487675,782.59265,782.59635,782.603525,782.609875,782.620375,782.62535,782.6763,782.6833,782.703425,782.71515,782.90665,782.908625,782.9109,782.92405,783.06205,783.0644,783.069175,783.072225,783.105375,783.13185,783.165575,783.16905,783.179,783.1909,783.20635,783.245325,783.4501,783.451975,783.454175,783.4572,783.47045,783.48135,783.492925,783.49775,783.50745,783.510625,783.518,783.5288,783.617625,783.721475,783.723875,783.72725,783.731125,783.7343,783.75055,783.788775,783.808225,783.81575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786.8063,791.800625,785.007706971002,CM_gabor_synthCarr_synthEnv_pred_0000_05,786.90085,787.05465,787.06365,787.0945,787.258775,787.261375,787.266,787.38575,787.45265,787.632875,787.7808,787.785,787.8812,787.892925,787.90125,787.9172,787.923225,787.937225,787.956375,787.9874,788.00175,788.0522,788.128125,788.16125,788.165575,788.17045,788.172575,788.177225,788.1829,788.284,788.28965,788.293175,788.302,788.3602,788.366475,788.373125,788.38235,788.417425,788.42215,788.428175,788.4336,788.4386,788.459175,788.478625,788.484725,788.66385,788.666125,788.6693,788.672875,788.681,788.9072,788.9098,788.91255,788.9195,788.924575,789.053825,789.0559,789.058325,789.063225,789.07585,789.15425,789.1606,789.171225,789.254275,789.2577,789.263075,789.44105,789.445825,789.448675,789.454075,789.4589,789.490225,789.4962,789.5037,789.508375,789.5651,789.67295,789.675225,789.678075,789.720675,789.73675,789.857675,789.864875,789.873475,789.87725,789.885475,790.03655,790.03905,790.043875,790.05995,790.073975,790.1595,790.1713,790.174,790.189575,790.2985,790.3079,790.3172,790.32335,790.33705,790.339825,790.344375,790.45555,790.465025,790.4689,790.474625,790.4858,790.6242,790.63025,790.674675,790.676475,790.68325,790.687525,790.697725,790.80605,790.813125,790.896675,790.90335,790.909525,791.0446,791.0485,791.059125,791.060825,791.065375,791.0767,791.0829,791.087725,791.09375,791.0982,791.1005,791.10545,791.110825,791.115375,791.1695,791.196025,791.3351,791.34135,791.3484,791.35175,791.358775,791.362675,791.370875,791.551975,791.554,791.55645,791.559325,791.562475,791.564625,791.649975,791.653675,791.724275,791.744275,791.76485,791.772575,791.777925,791.79665,791.80045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794.77945,799.77375,792.987496296999,CM_gabor_synthCarr_synthEnv_0000_08,794.788675,794.79795,794.960675,794.966975,795.1204,795.1394,795.18205,795.208375,795.300025,795.305625,795.317825,795.32825,795.33585,795.352375,795.411175,795.43935,795.47815,795.5548,795.584325,795.68295,795.693125,795.701825,795.709025,795.71805,795.76395,795.842125,796.0922,796.094325,796.097375,796.100525,796.1083,796.120375,796.1298,796.138025,796.168675,796.283325,796.3786,796.384375,796.390025,796.39825,796.40955,796.412725,796.496275,796.502025,796.56485,796.58,796.59905,796.717325,796.721125,796.7231,796.7305,796.7388,796.746625,796.7506,796.8792,796.8817,796.884025,796.8875,796.891975,796.9326,796.954475,796.957875,796.96765,796.97695,796.98365,797.073775,797.090775,797.097,797.118825,797.130575,797.136025,797.172925,797.18075,797.196525,797.204475,797.214025,797.377,797.379525,797.381525,797.39505,797.40045,797.54255,797.57755,797.590275,797.603275,797.608275,797.635775,797.63815,797.64545,797.6486,797.6556,797.7686,797.81305,797.818725,797.8977,797.90295,797.9127,797.98925,798.006325,798.039825,798.151275,798.15595,798.16045,798.16465,798.17065,798.173425,798.179325,798.21195,798.215625,798.2265,798.3819,798.385275,798.3904,798.393,798.3985,798.44525,798.513075,798.523875,798.620775,798.636225,798.645425,798.867675,798.87345,798.88445,798.9084,799.00655,799.009275,799.0127,799.021575,799.029375,799.0406,799.136225,799.144075,799.1464,799.2798,799.282275,799.285225,799.2886,799.291525,799.29445,799.3003,799.3142,799.47335,799.47535,799.477675,799.480125,799.4892,799.493725,799.498875,799.504025,799.52635,799.578425,799.59095,799.607175,799.6123,799.615025,799.753575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802.7726,807.7669,800.983379185,CM_gabor_synthCarr_synthEnv_reg_0000_03,802.8501,802.8677,802.891575,802.997975,803.032975,803.0612,803.073475,803.08745,803.240975,803.249725,803.261925,803.3688,803.3789,803.42095,803.43415,803.4413,803.4541,803.804725,803.806825,803.80925,803.811375,803.815425,803.850025,803.8585,803.86495,803.873675,803.878,803.883375,803.891575,803.940475,803.952475,803.95665,803.96145,804.1571,804.159575,804.1632,804.172625,804.188325,804.216,804.225025,804.227825,804.23,804.2337,804.2367,804.33115,804.333425,804.335125,804.340875,804.34335,804.35605,804.441825,804.46145,804.47825,804.483075,804.489925,804.5924,804.594675,804.59735,804.60215,804.60675,804.615425,804.674775,804.6839,804.693825,804.81155,804.8146,804.825275,804.83135,804.8441,805.0235,805.026275,805.0309,805.037575,805.058075,805.06355,805.070825,805.08495,805.0915,805.132725,805.1388,805.2173,805.22145,805.225875,805.228025,805.2315,805.307025,805.622575,805.624725,805.627225,805.628975,805.6332,805.639025,805.65065,805.655425,805.658125,805.661025,805.6646,805.73975,805.75375,805.760225,805.770175,805.772475,805.775175,805.778075,805.780375,805.782675,805.7858,805.78995,805.847875,805.996,806.0052,806.026075,806.060875,806.1806,806.18695,806.19555,806.356925,806.35875,806.361025,806.366225,806.3699,806.386775,806.4205,806.474575,806.4892,806.56175,806.565825,806.569825,806.573875,806.697375,806.723875,806.72725,806.73055,806.732925,806.74475,806.7508,806.779125,806.7819,806.9057,806.909375,806.913475,806.919425,806.95955,806.9695,807.0656,807.0691,807.076375,807.079425,807.0891,807.2392,807.24215,807.2469,807.2512,807.255025,807.300825,807.305625,807.31255,807.31675,807.32715,807.41805,807.472975,807.498,807.52455,807.5483,807.551025,807.555875,807.558225,807.561475,807.578925,807.58495,807.588775,807.6712,,,,,,,,,,,,,,,,,,,,,,,,,,
810.7924,815.786725,808.99431396,CM_gabor_synthCarr_synthEnv_pred_0000_03,810.80765,810.819675,810.835475,810.853075,810.94525,810.967325,810.98515,811.059575,811.071025,811.07795,811.0958,811.1497,811.229775,811.239075,811.252425,811.2629,811.286275,811.293125,811.429575,811.450975,811.67625,811.692925,811.78925,811.7946,811.80245,811.885225,811.94275,811.955525,812.12915,812.1321,812.13945,812.243375,812.24665,812.252125,812.25985,812.271925,812.2757,812.29135,812.305425,812.308125,812.362525,812.367325,812.3695,812.374975,812.383575,812.396175,812.407425,812.511475,812.639375,812.645625,812.654425,812.799225,812.801525,812.804325,812.817125,812.86035,812.869775,812.898875,812.905325,812.986,812.997725,813.087575,813.0912,813.099775,813.114275,813.22275,813.268325,813.274625,813.40455,813.5687,813.605325,813.6144,813.6199,813.629125,813.632475,813.6382,813.642725,813.647525,813.81125,813.91145,813.91625,813.918175,813.930075,813.936575,814.09595,814.098925,814.100825,814.11585,814.1267,814.1363,814.1418,814.15115,814.198375,814.2013,814.217025,814.296925,814.301225,814.3102,814.3858,814.461125,814.4901,814.58645,814.596475,814.602925,814.61205,814.6399,814.649625,814.69355,814.696675,814.704125,814.8413,814.843375,814.8461,814.85205,814.865025,814.90175,815.046375,815.048425,815.051225,815.05525,815.06225,815.068675,815.0777,815.08855,815.09865,815.1734,815.177175,815.181975,815.184875,815.19455,815.292325,815.35015,815.465775,815.468025,815.470275,815.4741,815.4883,815.4955,815.50905,815.514775,815.522,815.533625,815.54115,815.651625,815.6541,815.657525,815.6748,815.68785,815.7008,815.764625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818.78555,823.779875,816.997524771999,CM_gabor_synthCarr_synthEnv_0000_14,818.83465,818.93045,818.933325,818.9391,818.95485,819.0556,819.08605,819.217775,819.221775,819.25115,819.3282,819.434675,819.445675,819.530225,819.654575,819.66165,819.755775,819.826325,819.920425,819.924725,819.9314,820.074075,820.07815,820.085225,820.204475,820.2065,820.20885,820.21255,820.2179,820.223175,820.2295,820.2367,820.24895,820.2771,820.469875,820.474875,820.48055,820.498475,820.508275,820.671125,820.674175,820.680075,820.684975,820.693825,820.6964,820.785325,820.794175,820.802325,820.8995,820.903525,820.908,820.918975,820.93015,820.93915,820.951075,820.95815,820.9628,820.9691,821.04395,821.16805,821.1714,821.176925,821.3009,821.3322,821.347575,821.35655,821.366825,821.479425,821.48165,821.4846,821.4895,821.5041,821.506,821.51845,821.77075,821.772975,821.775275,821.77835,821.780925,821.790675,821.8336,821.83655,821.849975,821.8612,822.111875,822.114675,822.122275,822.1295,822.13745,822.207625,822.215725,822.22325,822.231,822.36745,822.3719,822.4446,822.563725,822.5686,822.6092,822.613,822.61765,822.62115,822.626125,822.6364,822.642325,822.64885,822.6535,822.6628,822.887275,823.02175,823.024725,823.031175,823.038775,823.18005,823.182,823.184975,823.190375,823.2296,823.23815,823.2423,823.249575,823.25845,823.352075,823.36765,823.374625,823.388325,823.394025,823.4639,823.471675,823.47665,823.481975,823.484625,823.48835,823.49095,823.493375,823.499575,823.695325,823.6981,823.706675,823.710575,823.736975,823.75135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.7987,831.793025,825.000528650002,CM_gabor_synthCarr_synthEnv_reg_0000_02,826.8576,826.861825,826.873575,826.87995,827.05005,827.05465,827.067,827.086925,827.109675,827.221825,827.224125,827.2359,827.421725,827.424225,827.42775,827.442525,827.466725,827.495725,827.514075,827.52325,827.5596,827.716525,827.719575,827.7261,827.731725,827.751275,827.75815,827.76145,827.765225,827.771075,827.77325,827.91965,827.921825,827.924125,827.928725,827.93075,827.933225,827.935825,827.940275,828.07365,828.076,828.079625,828.084025,828.1757,828.1831,828.187325,828.253825,828.257875,828.261,828.26595,828.279825,828.36155,828.368575,828.38035,828.490325,828.4982,828.515725,828.535375,828.758475,828.77155,828.77485,828.81455,828.85315,829.09525,829.101025,829.112225,829.1268,829.13335,829.1401,829.145375,829.174775,829.1863,829.1893,829.191775,829.205425,829.238775,829.525975,829.52755,829.52965,829.532975,829.546025,829.5563,829.56615,829.573675,829.58865,829.597275,829.712,829.714475,829.71875,829.729975,829.7431,829.82,829.829075,829.9083,829.914075,829.92315,829.929225,829.93205,829.940725,829.944675,829.951,829.968575,830.043975,830.056325,830.060875,830.0713,830.0784,830.2999,830.301575,830.3041,830.3099,830.31665,830.3301,830.3342,830.3419,830.3662,830.637025,830.63885,830.647125,830.8091,830.813475,830.818275,830.8373,830.963925,830.9707,831.212375,831.214325,831.216075,831.2185,831.2216,831.236025,831.2444,831.31475,831.317925,831.4407,831.446225,831.456475,831.5,831.505025,831.685075,831.68805,831.690525,831.696925,831.707675,831.71385,831.727475,831.76905,831.775925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834.811825,839.80615,833.009481097,CM_gabor_synthCarr_synthEnv_pred_0000_04,834.905925,834.91355,834.9221,834.927125,834.945625,835.09925,835.166025,835.26205,835.274025,835.2775,835.2932,835.442775,835.590025,835.594525,835.67295,835.809,835.818175,835.8278,835.8485,836.016,836.020825,836.02605,836.075375,836.200325,836.202375,836.204775,836.210075,836.22055,836.233975,836.3054,836.309975,836.312725,836.315575,836.326075,836.340025,836.49025,836.49255,836.49565,836.50855,836.519425,836.676325,836.6784,836.683375,836.687575,836.696475,836.7576,836.8873,836.8903,836.9185,836.927225,836.9298,836.9672,836.9972,837.0031,837.008375,837.1343,837.13725,837.140875,837.1444,837.17145,837.2173,837.3265,837.3368,837.342275,837.350375,837.357825,837.5066,837.513025,837.52055,837.7233,837.72825,837.734675,837.749425,837.8315,837.8359,837.8423,837.850675,837.85335,837.857425,837.8606,837.867875,838.006975,838.0091,838.011425,838.014875,838.0291,838.03265,838.041775,838.1294,838.1344,838.136925,838.1433,838.164025,838.176425,838.245875,838.2515,838.255275,838.509425,838.512025,838.516475,838.52265,838.528375,838.537,838.5569,838.571125,838.616175,838.701925,838.707225,838.83175,838.84105,838.8668,838.871125,838.874225,838.8778,838.8809,838.8829,838.88895,838.893825,838.93595,838.939875,838.944075,838.94735,838.95245,838.960975,839.019575,839.0225,839.06545,839.2121,839.215075,839.273875,839.341025,839.365975,839.448,839.452,839.490425,839.52945,839.534375,839.540925,839.568275,839.581175,839.6,839.606,839.609725,839.627175,839.720375,839.730225,839.73825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842.83165,847.825975,841.037164628,CM_gabor_synthCarr_synthEnv_0000_18,842.85305,842.856375,842.86185,842.868575,842.906225,842.942375,843.10915,843.1115,843.1141,843.118525,843.1455,843.18275,843.19825,843.206575,843.23245,843.2397,843.4411,843.44345,843.44815,843.4574,843.4713,843.53745,843.5471,843.56845,843.697725,843.7091,843.9178,843.92075,843.92565,843.928675,843.93295,844.052125,844.054575,844.058175,844.06615,844.068425,844.075325,844.0811,844.086475,844.0941,844.10005,844.14615,844.15525,844.1968,844.278975,844.28615,844.294575,844.2992,844.304275,844.3095,844.31145,844.50015,844.502325,844.50485,844.50985,844.52025,844.527,844.5421,844.551275,844.690575,844.69285,844.695625,844.69895,844.703625,844.781625,844.800025,844.8796,844.884275,844.886375,844.8903,844.892425,844.895375,844.9087,844.920325,845.0762,845.078725,845.083125,845.09975,845.10735,845.116325,845.12965,845.145625,845.152,845.159525,845.167425,845.178675,845.186125,845.195225,845.351975,845.3541,845.356925,845.360575,845.362675,845.381975,845.402125,845.4095,845.41385,845.428075,845.43365,845.5837,845.586075,845.58925,845.593075,845.5958,845.616475,845.88185,845.897275,845.903225,845.908575,845.920625,845.930325,845.9902,846.00465,846.102325,846.111125,846.175175,846.179925,846.186875,846.29235,846.3026,846.414625,846.41735,846.420275,846.437275,846.44385,846.4531,846.45855,846.462475,846.4756,846.479775,846.487225,846.639925,846.642225,846.644175,846.64605,846.6497,846.65575,846.66415,846.682025,846.892725,846.89615,846.898375,846.904825,847.1491,847.15095,847.153125,847.15575,847.16075,847.166025,847.249075,847.3598,847.3859,847.39195,847.39945,847.408775,847.495,847.499125,847.60535,847.620625,847.63375,847.725075,847.7299,847.734625,847.746425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850.85145,855.845775,849.061447251002,CM_gabor_synthCarr_synthEnv_reg_0000_03,850.974475,850.9776,851.00145,851.018975,851.1098,851.127475,851.193725,851.243375,851.289675,851.42635,851.434025,851.476625,851.687425,851.6942,851.703775,851.710875,851.73025,851.750075,851.88525,851.88725,851.88965,851.892875,851.903975,851.9256,851.945875,851.9502,851.953625,851.97735,852.023275,852.02555,852.0301,852.049375,852.153475,852.15515,852.158375,852.3062,852.310525,852.315375,852.323325,852.404325,852.40805,852.41355,852.41755,852.42825,852.564275,852.69955,852.72065,852.7412,852.746325,852.898,852.9009,852.9104,852.98425,853.112775,853.1173,853.137175,853.1434,853.151625,853.154825,853.15985,853.16345,853.1701,853.173775,853.176275,853.18045,853.203875,853.347425,853.352275,853.355,853.36,853.599475,853.720725,853.723625,853.731475,853.84415,853.8484,853.85295,853.859075,853.8616,853.884525,853.891575,853.9199,853.922375,854.065,854.0935,854.199525,854.2601,854.274175,854.3729,854.383625,854.447075,854.568625,854.59505,854.629775,854.6355,854.64015,854.642,854.644725,854.6507,854.65285,854.780725,854.79365,854.807075,854.8106,854.816425,854.98205,854.9864,854.99075,854.9996,855.150525,855.1547,855.16205,855.171,855.174025,855.332925,855.3352,855.3385,855.376525,855.3814,855.3863,855.39165,855.396975,855.498925,855.62605,855.634075,855.6422,855.6486,855.65615,855.66085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858.871275,863.865575,857.066261109001,CM_gabor_synthCarr_synthEnv_pred_0000_05,858.9074,859.197575,859.199775,859.20395,859.214275,859.235275,859.455575,859.607675,859.62035,859.640525,859.674275,859.71435,859.720325,859.72535,859.843975,859.850675,859.8593,859.96825,859.972475,859.979925,859.986725,859.9918,860.0067,860.05405,860.058375,860.0626,860.070875,860.186675,860.193725,860.22365,860.2299,860.23295,860.23575,860.248225,860.432925,860.436475,860.4436,860.458925,860.4934,860.498675,860.504625,860.507025,860.532975,860.543425,860.551975,860.7853,860.790775,860.7961,860.9159,860.921775,860.9246,860.993275,861.0001,861.12055,861.1245,861.14855,861.15955,861.41285,861.414925,861.417425,861.420775,861.43095,861.443025,861.45805,861.512425,861.516625,861.522525,861.569875,861.612375,861.623275,861.7917,861.79345,861.795725,861.798675,861.8022,861.80545,861.81225,861.91235,861.9209,861.931775,861.937175,861.9411,861.975625,862.122775,862.12525,862.128,862.131225,862.2221,862.2296,862.23825,862.249025,862.3434,862.359625,862.415625,862.51365,862.5188,862.525275,862.530825,862.536175,862.5436,862.554425,862.56115,862.681925,862.68495,862.688075,862.69545,862.73275,862.73965,862.7415,862.74835,862.873525,862.876525,862.880225,862.9546,862.957075,862.9644,862.966975,862.975675,863.099225,863.133725,863.140325,863.14385,863.151375,863.1565,863.158375,863.16335,863.170175,863.1772,863.180775,863.391075,863.394625,863.4061,863.413425,863.41835,863.423475,863.429775,863.436425,863.54955,863.776975,863.792575,863.80385,863.8114,863.82055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866.911075,871.9054,865.122751774001,CM_gabor_synthCarr_synthEnv_0000_02,866.923325,866.991575,867.250775,867.253,867.256825,867.359275,867.54765,867.55015,867.55625,867.5701,867.57925,867.694825,867.72945,867.78075,867.79465,867.801825,867.804975,867.81155,867.817425,867.835,867.89615,868.0182,868.173675,868.25385,868.258775,868.2642,868.268775,868.282975,868.28885,868.3508,868.361375,868.471175,868.473525,868.4767,868.481625,868.5013,868.50425,868.51155,868.517825,868.52555,868.537925,868.646125,868.7898,868.796575,868.80365,868.887375,868.889975,868.895125,868.903725,868.913525,869.029775,869.0334,869.03585,869.039125,869.0435,869.1265,869.275,869.2791,869.29745,869.307475,869.321225,869.515675,869.52145,869.61665,869.620425,869.623525,869.62655,869.64595,869.6523,869.663475,869.66815,869.6744,869.6766,869.679975,869.68935,869.8544,869.8565,869.86015,869.8647,869.95755,869.96075,869.964375,870.0643,870.066275,870.069925,870.071825,870.074975,870.0771,870.08035,870.082925,870.17725,870.276675,870.279525,870.307075,870.314175,870.398175,870.4009,870.41045,870.4131,870.4823,870.56785,870.676175,870.679225,870.6821,870.688525,870.69675,870.7012,870.7128,870.7273,870.751675,870.75615,870.7611,870.765925,870.77415,870.80355,870.820125,870.831275,871.0623,871.11095,871.122675,871.183975,871.36205,871.36475,871.3704,871.378325,871.412,871.418725,871.43365,871.546425,871.554425,871.559025,871.629025,871.631925,871.6409,871.65785,871.69895,871.70525,871.711525,871.71895,871.8632,871.8651,871.86725,871.870925,871.876725,871.89055,871.894775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874.93755,879.931875,873.139691345001,CM_gabor_synthCarr_synthEnv_reg_0000_05,874.94895,874.9614,875.045675,875.05635,875.10385,875.4024,875.405825,875.41175,875.424525,875.443675,875.453575,875.4648,875.62445,875.6282,875.631025,875.6649,875.7928,875.79505,875.80215,875.8142,875.84125,875.8561,875.86435,875.873275,876.12425,876.126225,876.1288,876.13145,876.13375,876.13645,876.139325,876.141725,876.3284,876.334,876.33845,876.347575,876.355875,876.364025,876.4559,876.4638,876.476175,876.494775,876.498075,876.50295,876.51215,876.63235,876.635025,876.6389,876.643925,876.6495,876.6675,876.67885,876.6866,876.872525,876.881475,876.895275,877.01045,877.012675,877.0156,877.017425,877.021975,877.032475,877.0383,877.0427,877.049925,877.097475,877.1615,877.16805,877.1783,877.345625,877.347725,877.35035,877.355375,877.364625,877.400525,877.408625,877.416775,877.424125,877.47595,877.477975,877.4822,877.50695,877.541025,877.547175,877.557925,877.569075,877.5932,877.605825,877.64485,877.65185,877.6558,877.716775,877.840825,877.853875,877.863675,877.939925,878.1506,878.1606,878.16465,878.176775,878.183475,878.185575,878.19465,878.19935,878.2055,878.21145,878.2195,878.234,878.301175,878.33635,878.34145,878.43105,878.4351,878.4388,878.448175,878.5506,878.83155,878.83575,878.841025,878.85995,878.947725,878.952475,878.95855,878.99415,879.0002,879.005075,879.018975,879.199075,879.201125,879.2037,879.2095,879.22105,879.229025,879.2513,879.324275,879.328675,879.3311,879.3387,879.34315,879.35685,879.501725,879.504025,879.506875,879.516,879.51975,879.574275,879.6576,879.663975,879.672125,879.678225,879.68165,879.7802,879.787275,879.792975,879.79905,879.8095,879.81785,879.822425,879.833225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882.984025,887.978325,881.175384577,CM_gabor_synthCarr_synthEnv_pred_0000_03,883.071975,883.200875,883.2204,883.231625,883.2385,883.44695,883.44885,883.451025,883.45345,883.471675,883.5026,883.540825,883.580825,883.709625,883.7244,883.73695,883.755,883.840375,883.849025,883.860075,883.866825,883.870025,884.0366,884.0451,884.057225,884.1299,884.14535,884.1569,884.171625,884.32015,884.322725,884.328025,884.335,884.345275,884.357175,884.433475,884.44045,884.4545,884.464025,884.46935,884.48265,884.490175,884.501175,884.567175,884.57195,884.580625,884.68325,884.826725,884.82915,884.8346,884.850975,885.00365,885.0115,885.048875,885.05625,885.0696,885.085725,885.09405,885.1055,885.170225,885.183575,885.263625,885.278675,885.289725,885.296575,885.3075,885.368775,885.378525,885.4002,885.43735,885.484475,885.568725,885.589875,885.59275,885.59855,885.71725,885.728875,885.737675,885.748375,885.758175,885.811775,885.82055,885.83105,885.8406,885.8486,885.8648,885.8721,886.094925,886.0976,886.0996,886.10615,886.1198,886.1383,886.18215,886.2894,886.2935,886.30265,886.310475,886.314675,886.3176,886.324525,886.331125,886.391775,886.401075,886.404975,886.41175,886.4321,886.47865,886.484825,886.489525,886.493725,886.49725,886.50335,886.695725,886.70955,886.798725,886.833625,886.87855,886.8903,887.05745,887.060425,887.07115,887.07965,887.09135,887.2446,887.24665,887.24845,887.25095,887.2695,887.27495,887.281175,887.298525,887.3621,887.36645,887.3735,887.376575,887.397975,887.412525,887.420275,887.5342,887.538475,887.54565,887.661925,887.664575,887.6689,887.679075,887.685375,887.695225,887.706275,887.7121,887.71885,887.72185,887.728825,887.738875,887.928725,887.938425,887.945,887.956225,887.962575,887.975875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
